user_id,signup_timestamp,email,ip_address,user_agent,session_duration_seconds,pages_viewed,form_fill_time_seconds,mouse_movements,typing_speed_cpm,screen_resolution,timezone_offset,is_vpn,referral_source,profile_completeness,has_profile_photo,bio_length,email_has_numbers,email_length,ip_signup_count_24h,device_signup_count_24h,claimed_country,ip_country,country_mismatch,is_fraud
6033,2024-10-13 02:00:00,jane.garcia791@icloud.com,11.51.88.151,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",586,2,120,701,298,1920x1080,-4,False,facebook,0.7995390173549801,False,235,True,14,1,0,PK,PK,False,False
582,2024-06-24 09:44:00,anna.jones609@outlook.com,114.169.230.180,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,96,14,101,251,283,1920x1080,-5,False,linkedin,0.7817697166007915,False,207,True,13,2,0,BD,BD,False,False
9930,2024-08-14 15:23:00,m7litc55ytoc54f@yopmail.com,45.33.137.39,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",14,1,10,34,1090,1366x768,8,True,direct,0.3309952514684318,False,44,True,15,16,10,DE,PK,True,True
7051,2024-04-13 13:49:00,anna.brown340@icloud.com,62.242.97.153,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,413,12,190,372,317,2560x1440,-8,False,facebook,0.8686366272345776,True,207,True,13,1,0,US,US,False,False
8158,2024-08-08 10:18:00,jane.miller827@yahoo.com,165.7.138.13,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",121,3,128,136,283,1920x1080,3,False,facebook,0.8839968037772898,False,102,True,14,0,1,UK,UK,False,False
9896,2024-02-16 21:57:00,0ox6jxijju970@tempmail.com,185.199.4.241,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",60,3,6,10,1753,1440x900,1,True,suspicious_affiliate,0.3683525989878139,False,11,True,13,10,9,US,US,False,True
2249,2024-11-29 07:25:00,jane.jones186@hotmail.com,220.231.106.56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",319,9,173,186,241,2560x1440,9,False,facebook,0.5749155603938528,True,262,True,13,2,0,FR,FR,False,False
4640,2024-04-09 09:23:00,lisa.davis324@gmail.com,210.246.25.144,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,283,6,137,325,271,2560x1440,5,False,referral,0.8279877443788728,True,432,True,13,1,1,IN,IN,False,False
9485,2024-03-24 13:57:00,david.johnson290@gmail.com,73.205.138.13,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,325,8,231,941,285,1536x864,3,False,referral,0.5540112454814639,True,498,True,16,0,0,BD,BD,False,False
4947,2024-01-05 17:24:00,anna.williams510@icloud.com,58.213.133.151,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",207,6,97,760,284,1536x864,-7,False,direct,0.6855011946343792,True,473,True,16,0,0,PK,PK,False,False
9920,2024-11-29 10:15:00,spma6yy35x4r@gmail.com,170.242.234.122,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",52,1,5,43,1230,2560x1440,-7,False,direct,0.12385925119799475,False,10,True,12,7,9,IN,IN,False,True
1963,2024-03-30 01:07:00,anna.brown37@outlook.com,187.201.255.205,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",84,3,144,363,371,1440x900,-8,False,linkedin,0.8688634098661935,True,248,True,12,2,1,US,US,False,False
8243,2024-04-26 21:11:00,jane.johnson561@yahoo.com,34.98.44.199,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",136,7,109,616,381,1440x900,-6,False,email,0.5440281614517395,True,57,True,15,2,1,NG,NG,False,False
6590,2024-02-13 01:15:00,jane.garcia367@yahoo.com,172.168.223.212,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,74,5,208,242,354,1920x1080,3,False,referral,0.8848943345620144,True,185,True,14,0,1,US,US,False,False
8847,2024-05-21 02:12:00,alex.smith218@icloud.com,190.155.47.247,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,82,6,215,900,248,2560x1440,0,False,email,0.6233439365583202,False,478,True,13,1,1,FR,FR,False,False
321,2024-02-19 13:22:00,sarah.brown664@yahoo.com,92.210.179.15,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,379,11,73,804,166,1920x1080,0,False,facebook,0.509855995097819,True,285,True,14,2,1,BD,BD,False,False
2678,2024-08-24 05:09:00,mike.miller898@icloud.com,144.144.102.246,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",457,10,300,114,175,2560x1440,8,False,referral,0.6702579965464691,False,420,True,14,0,1,FR,FR,False,False
4625,2024-01-01 03:11:00,david.johnson548@yahoo.com,129.1.47.75,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",237,6,213,292,370,1536x864,-8,False,twitter,0.7313802757468988,True,128,True,16,0,1,DE,DE,False,False
4949,2024-08-05 21:31:00,mike.smith636@yahoo.com,140.28.142.66,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,508,14,233,675,293,1536x864,-7,False,direct,0.8508176649089405,True,159,True,13,0,1,UK,UK,False,False
8328,2024-10-01 05:58:00,anna.miller420@icloud.com,48.17.89.254,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",349,3,297,140,366,1920x1080,1,False,direct,0.5704235922059518,False,281,True,14,1,0,PH,PH,False,False
3337,2024-02-28 20:44:00,anna.williams469@icloud.com,121.216.69.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",566,11,128,356,292,1366x768,5,False,linkedin,0.7598212771732099,True,122,True,16,1,0,UK,UK,False,False
5589,2024-01-27 20:59:00,chris.miller552@gmail.com,154.193.237.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",87,3,63,951,348,2560x1440,-5,False,twitter,0.871575674345479,True,188,True,15,2,0,CA,CA,False,False
251,2024-07-30 10:28:00,lisa.johnson257@yahoo.com,7.91.232.152,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",391,13,113,835,337,1920x1080,-7,False,referral,0.724699209012361,True,318,True,15,2,1,PK,PK,False,False
3973,2024-01-31 10:53:00,mike.williams237@hotmail.com,170.171.15.97,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",457,2,297,341,236,1366x768,-5,False,direct,0.5409443065312689,False,469,True,16,2,1,CA,CA,False,False
6630,2024-05-29 10:58:00,lisa.brown676@gmail.com,143.164.232.108,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",383,14,139,841,388,1536x864,0,False,twitter,0.9927794499656463,True,59,True,13,2,0,IN,IN,False,False
5547,2024-12-02 23:03:00,alex.garcia689@icloud.com,135.236.230.100,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",379,10,233,522,187,1536x864,3,False,email,0.5331951026440457,True,409,True,14,2,0,PH,PH,False,False
35,2024-08-18 22:38:00,david.davis73@outlook.com,121.149.16.60,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",299,6,131,535,179,1366x768,8,False,facebook,0.954205722606303,False,86,True,13,0,0,FR,FR,False,False
8362,2024-12-25 05:39:00,chris.brown223@icloud.com,189.135.58.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",137,2,102,985,168,1920x1080,-4,False,direct,0.8459926729528324,True,99,True,14,1,0,IN,IN,False,False
1513,2024-12-15 03:40:00,jane.williams369@hotmail.com,161.107.143.94,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",558,10,36,375,268,2560x1440,-7,False,direct,0.7618823975359901,False,370,True,16,1,0,NG,NG,False,False
9317,2024-07-28 18:54:00,john.johnson28@gmail.com,103.87.204.249,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",295,10,263,602,182,1366x768,3,False,direct,0.962858508101823,True,265,True,14,2,1,DE,DE,False,False
39,2024-04-14 08:35:00,jane.smith997@hotmail.com,34.147.224.226,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",305,13,111,418,291,1536x864,1,False,google,0.6123503297278923,False,108,True,13,1,0,CA,CA,False,False
4819,2024-04-21 18:10:00,lisa.brown936@hotmail.com,182.35.152.146,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",279,3,51,512,155,1536x864,1,False,facebook,0.544430290766482,True,384,True,13,2,1,PK,PK,False,False
3465,2024-12-28 13:14:00,sarah.brown973@gmail.com,90.147.97.249,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",180,3,102,803,388,1920x1080,1,False,referral,0.8951931122165695,True,295,True,14,2,0,BD,BD,False,False
1760,2024-03-25 21:08:00,chris.smith898@gmail.com,98.159.146.235,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,193,15,172,453,299,1920x1080,3,False,linkedin,0.9913337781510427,True,169,True,14,1,1,IN,IN,False,False
2304,2024-03-14 17:29:00,lisa.jones169@hotmail.com,65.170.98.188,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",467,2,72,597,348,2560x1440,8,False,email,0.7648945430301803,False,307,True,13,2,0,UK,UK,False,False
3723,2024-02-10 18:28:00,lisa.williams438@outlook.com,199.126.53.77,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",436,6,125,431,385,2560x1440,9,False,twitter,0.501544325871397,True,401,True,16,2,1,PH,PH,False,False
8284,2024-11-26 15:50:00,emma.davis752@yahoo.com,211.212.21.146,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",160,12,297,486,312,1920x1080,-6,False,google,0.7928758863711949,True,177,True,13,0,1,US,US,False,False
4993,2024-02-24 17:04:00,lisa.davis553@gmail.com,154.80.153.239,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",493,7,138,667,351,1366x768,1,False,linkedin,0.6565477234684098,True,368,True,13,1,1,BD,BD,False,False
8127,2024-03-19 20:45:00,emma.jones71@yahoo.com,75.98.13.36,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",457,14,263,288,157,1536x864,-5,False,twitter,0.6537307894389954,True,168,True,12,0,0,IN,IN,False,False
3032,2024-07-08 23:40:00,jane.johnson529@gmail.com,46.77.39.209,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",90,11,140,778,337,1536x864,2,False,direct,0.7849896260099787,False,155,True,15,0,0,DE,DE,False,False
7938,2024-11-26 04:11:00,jane.smith222@outlook.com,136.119.42.104,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",279,3,182,896,320,1440x900,5,False,linkedin,0.6088660288426846,True,372,True,13,1,0,FR,FR,False,False
3039,2024-08-01 00:24:00,anna.garcia24@yahoo.com,90.171.180.45,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,368,6,139,545,154,1536x864,3,False,email,0.9921083535541803,True,409,True,13,2,1,UK,UK,False,False
9655,2024-04-04 03:59:00,alex.miller300@icloud.com,6.54.181.167,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",48,2,7,5,1715,2560x1440,8,False,unknown,0.1043007757526662,False,1,True,14,12,4,UK,ID,True,True
2545,2024-05-21 11:00:00,jane.johnson203@outlook.com,16.132.53.159,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",104,5,43,553,348,2560x1440,-7,False,twitter,0.502077446829874,False,104,True,15,1,1,PK,PK,False,False
2592,2024-03-16 10:54:00,mike.williams892@hotmail.com,186.114.114.124,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",274,13,150,375,234,1920x1080,0,False,linkedin,0.5593042130422401,True,238,True,16,1,1,PH,PH,False,False
1188,2024-12-11 03:25:00,alex.brown344@hotmail.com,123.226.12.99,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",311,4,107,303,325,1920x1080,3,False,linkedin,0.7928868575219525,True,120,True,13,1,1,PK,PK,False,False
7966,2024-01-04 06:55:00,alex.jones356@icloud.com,65.132.102.138,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",533,13,300,946,164,1920x1080,9,False,google,0.6299424533491085,False,488,True,13,0,1,BD,BD,False,False
6077,2024-07-17 17:51:00,lisa.williams83@outlook.com,178.115.124.115,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",307,3,241,460,207,1920x1080,8,False,direct,0.6194918776076981,True,294,True,15,1,1,CA,CA,False,False
107,2024-05-05 15:35:00,lisa.davis173@hotmail.com,168.172.131.196,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",420,4,101,837,289,1366x768,3,False,referral,0.9786184469563217,True,479,True,13,0,0,US,US,False,False
1315,2024-08-15 23:40:00,mike.johnson901@gmail.com,175.78.186.189,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",425,7,141,670,212,2560x1440,2,False,linkedin,0.937375930398798,True,95,True,15,0,1,CA,CA,False,False
8187,2024-11-28 06:02:00,emma.jones688@gmail.com,144.179.209.250,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",328,7,243,164,318,1440x900,3,False,direct,0.9595955941807726,False,222,True,13,2,0,UK,UK,False,False
2753,2024-06-02 19:40:00,alex.johnson89@icloud.com,140.62.205.204,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",441,10,300,722,157,2560x1440,-7,False,referral,0.7513981999396533,False,353,True,14,1,0,UK,UK,False,False
9753,2024-08-20 01:53:00,5y7w4zfp3@yopmail.com,45.33.160.130,,41,2,4,36,1534,1440x900,9,True,direct,0.2355607308806368,False,50,True,9,5,8,US,NG,True,True
6231,2024-02-02 02:59:00,david.jones703@gmail.com,175.148.210.114,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",294,6,121,435,356,1920x1080,-7,False,referral,0.9371658688309157,False,345,True,14,1,1,PK,PK,False,False
2876,2024-02-27 18:57:00,mike.johnson487@outlook.com,158.218.156.102,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,359,15,220,768,250,1536x864,5,False,referral,0.7730470505937901,True,461,True,15,2,1,PK,PK,False,False
5323,2024-08-02 20:29:00,lisa.johnson346@gmail.com,165.73.98.16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",317,8,36,520,317,1920x1080,0,False,linkedin,0.9786902542349111,False,451,True,15,0,1,CA,CA,False,False
799,2024-05-14 15:10:00,mike.davis414@icloud.com,53.237.176.7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",591,13,74,781,266,1366x768,0,False,twitter,0.7321307149561079,True,235,True,13,2,1,NG,NG,False,False
3570,2024-11-17 01:59:00,sarah.garcia589@outlook.com,136.39.211.194,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",430,13,62,892,243,1366x768,-8,False,referral,0.8085231414833982,True,384,True,15,1,0,FR,FR,False,False
2894,2024-12-24 21:17:00,chris.williams357@yahoo.com,210.197.33.142,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",405,13,90,401,206,1920x1080,-7,False,referral,0.7413230730982905,True,243,True,17,2,0,IN,IN,False,False
2927,2024-05-19 11:00:00,alex.garcia245@icloud.com,161.164.92.249,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",554,2,160,585,255,1920x1080,5,False,direct,0.6770494056760439,False,330,True,14,0,1,US,US,False,False
8178,2024-12-06 12:13:00,jane.johnson335@icloud.com,113.67.241.144,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",124,13,87,874,397,1536x864,1,False,twitter,0.9698115496547715,False,188,True,15,2,1,NG,NG,False,False
971,2024-05-25 10:03:00,sarah.miller72@hotmail.com,35.153.108.183,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",411,13,284,310,247,1366x768,2,False,google,0.608516479619619,True,418,True,14,2,1,BD,BD,False,False
6687,2024-07-03 23:16:00,emma.williams759@icloud.com,208.131.202.161,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",252,3,150,531,333,1536x864,9,False,google,0.6431666867250005,False,392,True,16,2,0,IN,IN,False,False
8575,2024-12-29 07:13:00,alex.jones523@hotmail.com,150.125.159.127,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,73,9,241,265,344,1440x900,3,False,linkedin,0.6471644536024062,False,232,True,13,0,1,IN,IN,False,False
2020,2024-01-31 05:06:00,alex.jones58@hotmail.com,56.35.15.109,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,387,12,273,750,325,1366x768,8,False,google,0.7656021583776919,False,54,True,12,2,0,NG,NG,False,False
9054,2024-09-05 11:07:00,jane.garcia831@outlook.com,89.213.111.253,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,304,3,81,446,236,1366x768,5,False,google,0.5368435429887678,True,486,True,14,0,1,PK,PK,False,False
952,2024-06-26 13:55:00,emma.smith49@hotmail.com,61.7.76.237,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",60,5,53,795,238,2560x1440,-7,False,direct,0.944302267839904,False,232,True,12,2,0,US,US,False,False
